,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
2855,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,28.76976946,6-10,0.0,Stores
2856,F,Burnaby,Baker,Bakery,Burnaby,Stores,52.59576307,6-10,86.94683347,Stores
2857,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.98386822,2-5,47.6895996,Stores
2858,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,44.77654664,2-5,67.36871657,Stores
2859,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,45.61122302,6-10,73.63428835,Stores
2860,M,Kimberley,Clerk,Produce,Cranbrook,Stores,54.33646735,2-5,95.61381262,Stores
2861,F,Pritchard,Meat Cutter,Meats,Kelowna,Stores,52.54449839,2-5,151.7602594,Stores
2862,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,40.12887318,6-10,53.07341584,Stores
2863,M,Quesnel,Dairy Person,Dairy,Quesnel,Stores,57.05718302,6-10,140.0200403,Stores
2864,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,24.1329178,2-5,0.0,Stores
2865,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,44.76416647,2-5,87.1986838,Stores
2866,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.780579,2-5,60.32848026,Stores
2867,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,31.02952,2-5,46.47270336,Stores
2868,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.95420214,2-5,96.52289458,Stores
2869,F,Victoria,Meat Cutter,Meats,Victoria,Stores,31.57590791,2-5,4.423707541,Stores
2870,F,Trail,Meat Cutter,Meats,Trail,Stores,46.20824273,6-10,88.43716132,Stores
2871,M,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,48.33726802,2-5,61.85904558,Stores
2872,M,Victoria,Meat Cutter,Meats,Victoria,Stores,49.23681066,2-5,68.54657823,Stores
2873,M,Nakusp,Meat Cutter,Meats,Nelson,Stores,31.93352019,2-5,36.58134809,Stores
2874,M,Hope,Meat Cutter,Meats,Chilliwack,Stores,40.39796524,2-5,72.46315762,Stores
2875,F,Chemainus,Meat Cutter,Meats,Victoria,Stores,37.53351166,0-1,48.23618636,Stores
2876,F,Richmond,Meat Cutter,Meats,Richmond,Stores,23.97780095,0-1,0.0,Stores
2877,M,Burns Lake,Meat Cutter,Meats,Prince George,Stores,42.58640724,2-5,51.92433853,Stores
2878,M,Fort Nelson,Clerk,Produce,Fort Nelson,Stores,41.35967326,6-10,57.94297725,Stores
2879,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,37.59252662,2-5,0.0,Stores
2880,F,Victoria,Meat Cutter,Meats,Victoria,Stores,30.21985298,6-10,2.279848287,Stores
2881,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.1842642,2-5,52.27923764,Stores
2882,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,48.48576032,2-5,113.3857007,Stores
2883,M,Beaver Valley,Meat Cutter,Meats,Williams Lake,Stores,40.27367493,2-5,84.65598503,Stores
2884,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,44.17369891,2-5,102.2935978,Stores
2885,M,Houston,Meat Cutter,Meats,Terrace,Stores,38.76101643,6-10,34.68426599,Stores
2886,F,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,44.80266428,2-5,107.098833,Stores
2887,F,Beaver Valley,Meat Cutter,Meats,Williams Lake,Stores,21.49162315,2-5,0.0,Stores
2888,M,Taylor,Meat Cutter,Meats,Fort St John,Stores,23.98126151,2-5,0.0,Stores
2889,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,58.43198432,2-5,173.1643518,Stores
2890,M,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,31.91997257,2-5,54.97197573,Stores
2891,M,Prince George,Meat Cutter,Meats,Prince George,Stores,36.20019285,2-5,13.5581403,Stores
2892,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,46.42035912,2-5,107.4924035,Stores
2893,F,Victoria,Clerk,Produce,Victoria,Stores,50.21334622,6-10,88.35235047,Stores
2894,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.75490729,2-5,0.0,Stores
2895,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,22.96050045,2-5,0.0,Stores
2896,F,Whistler,Meat Cutter,Meats,Squamish,Stores,44.55733475,2-5,49.17355802,Stores
2897,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.14412619,2-5,20.38672831,Stores
2898,M,Lumby,Clerk,Produce,Vernon,Stores,40.97714778,0-1,22.23395145,Stores
2899,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,55.49815263,2-5,178.1077136,Stores
2900,M,Chief Lake,Meat Cutter,Meats,Prince George,Stores,49.07493974,2-5,36.49702183,Stores
2901,M,Whistler,Meat Cutter,Meats,Squamish,Stores,49.16902967,2-5,109.8676129,Stores
2902,M,Trail,Meat Cutter,Meats,Trail,Stores,47.88339949,6-10,81.37237769,Stores
2903,M,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,42.78867204,2-5,99.86546853,Stores
2904,M,Victoria,Meat Cutter,Meats,Victoria,Stores,43.85921344,2-5,52.89766849,Stores
2905,F,Terrace,Meat Cutter,Meats,Terrace,Stores,33.32991753,2-5,6.753009691,Stores
2906,F,Vanderhoof,Meat Cutter,Meats,Prince George,Stores,26.99752992,2-5,1.225515959,Stores
2907,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,29.8349357,2-5,36.62950998,Stores
2908,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.24231332,2-5,14.98354898,Stores
2909,F,Victoria,Meat Cutter,Meats,Victoria,Stores,55.98367599,2-5,121.1355638,Stores
2910,M,Boston Bar,Clerk,Produce,Chilliwack,Stores,23.52249111,2-5,0.0,Stores
2911,M,Whistler,Meat Cutter,Meats,Squamish,Stores,40.3631187,2-5,31.01960181,Stores
2912,F,Victoria,Meat Cutter,Meats,Victoria,Stores,34.84506842,2-5,0.0,Stores
2913,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,64.91860062,2-5,90.12890925,Stores
2914,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,36.01422005,6-10,27.68959847,Stores
2915,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,36.8256279,2-5,52.27171355,Stores
2916,F,Boston Bar,Clerk,Produce,Chilliwack,Stores,47.22375622,2-5,112.3959533,Stores
2917,F,Richmond,Meat Cutter,Meats,Richmond,Stores,33.90321614,6-10,66.10550658,Stores
2918,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,29.91481125,2-5,33.93587376,Stores
2919,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,45.00320435,2-5,76.82392195,Stores
2920,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,38.86622749,6-10,42.75035228,Stores
2921,M,Parksville,Meat Cutter,Meats,Nanaimo,Stores,50.87713271,2-5,115.1775781,Stores
2922,F,Revelstoke,Meat Cutter,Meats,Kelowna,Stores,35.17201913,2-5,33.11818436,Stores
2923,M,Williams Lake,Meat Cutter,Meats,Williams Lake,Stores,51.12326834,2-5,102.0322487,Stores
2924,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,34.19437905,6-10,0.0,Stores
2925,M,Rosedale,Clerk,Produce,Chilliwack,Stores,54.84643378,2-5,121.4934834,Stores
2926,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,31.21410601,2-5,38.45541939,Stores
2927,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,31.67770994,0-1,0.0,Stores
2928,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.89032898,6-10,46.21003385,Stores
2929,M,Victoria,Meat Cutter,Meats,Victoria,Stores,36.527538,2-5,0.0,Stores
2930,M,Surrey,Meat Cutter,Meats,Surrey,Stores,50.30132973,2-5,100.4487844,Stores
2931,F,Richmond,Meat Cutter,Meats,Richmond,Stores,46.58547278,2-5,117.1345963,Stores
2932,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.50145425,6-10,0.0,Stores
2933,M,Victoria,Clerk,Produce,Victoria,Stores,27.19845339,2-5,5.984296222,Stores
2934,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,37.47816335,2-5,63.30434142,Stores
2935,F,Vernon,Clerk,Produce,Vernon,Stores,29.76956245,2-5,0.0,Stores
2936,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,44.41073366,6-10,24.08315093,Stores
2937,F,Seton Portage,Clerk,Produce,Kamloops,Stores,50.54873953,2-5,105.557026,Stores
2939,M,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,55.37062762,2-5,107.4884879,Stores
2940,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,45.53087277,2-5,31.46063725,Stores
2941,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37.24957984,2-5,0.0,Stores
2942,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,30.2739808,6-10,0.0,Stores
2943,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,44.01261294,6-10,99.37703447,Stores
2944,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.86853878,6-10,59.16430226,Stores
2945,F,Victoria,Meat Cutter,Meats,Victoria,Stores,61.13624525,2-5,138.0661838,Stores
2946,M,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,46.69336181,2-5,74.13710817,Stores
2947,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,22.31107752,2-5,0.0,Stores
2948,F,Nimpo Lake,Meat Cutter,Meats,Williams Lake,Stores,54.53716937,2-5,100.0043326,Stores
2949,F,Bear Lake,Meat Cutter,Meats,Prince George,Stores,25.85990568,2-5,11.2260042,Stores
2950,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,38.87282847,2-5,67.3577292,Stores
2951,M,Richmond,Meat Cutter,Meats,Richmond,Stores,47.43974604,2-5,86.38508252,Stores
2952,F,Prince George,Meat Cutter,Meats,Prince George,Stores,33.61007341,2-5,21.81722176,Stores
2953,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,27.74483745,2-5,0.0,Stores
2954,M,Victoria,Clerk,Produce,Victoria,Stores,34.6314314,2-5,0.0,Stores
2955,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,35.89869929,2-5,10.5323018,Stores
2956,F,Oliver,Meat Cutter,Meats,Kelowna,Stores,32.76481642,2-5,14.00980441,Stores
2957,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,46.03397454,2-5,46.01378841,Stores
2958,M,Terrace,Meat Cutter,Meats,Terrace,Stores,55.2642565,6-10,105.985927,Stores
2959,M,Squamish,Meat Cutter,Meats,Squamish,Stores,35.09447414,6-10,35.28909828,Stores
2960,M,Kimberley,Meat Cutter,Meats,Cranbrook,Stores,24.40207612,2-5,0.0,Stores
2961,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,35.17288738,6-10,17.0934593,Stores
2962,F,Kamloops,Clerk,Produce,Kamloops,Stores,48.63387588,6-10,76.10341732,Stores
2963,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,18.23617179,2-5,0.0,Stores
2964,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,40.31950553,6-10,61.20800942,Stores
2965,M,Richmond,Meat Cutter,Meats,Richmond,Stores,49.35050987,2-5,72.40336003,Stores
2966,F,Victoria,Clerk,Produce,Victoria,Stores,50.94093244,2-5,100.0611967,Stores
2967,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.00869867,2-5,80.28803028,Stores
2968,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,46.02763014,6-10,62.23038776,Stores
2969,F,Dawson Creek,Clerk,Produce,Dawson Creek,Stores,42.12802802,2-5,26.69986721,Stores
2970,F,Port Alberni,Meat Cutter,Meats,Nanaimo,Stores,33.72403517,6-10,27.60433516,Stores
2971,M,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,39.11397586,2-5,54.42101874,Stores
2972,M,Victoria,Clerk,Produce,Victoria,Stores,32.77053142,6-10,12.92349227,Stores
2973,F,Richmond,Meat Cutter,Meats,Richmond,Stores,45.72164173,6-10,98.50893655,Stores
2974,M,Victoria,Clerk,Produce,Victoria,Stores,34.85647347,2-5,0.0,Stores
2975,M,Victoria,Clerk,Produce,Victoria,Stores,58.29843168,0-1,104.6951508,Stores
2976,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,46.9964979,6-10,67.5980256,Stores
2977,F,Victoria,Clerk,Produce,Victoria,Stores,48.70669091,2-5,125.5827081,Stores
2978,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,41.35969411,6-10,61.71631138,Stores
2979,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.67475667,2-5,7.378573063,Stores
2980,M,Victoria,Clerk,Produce,Victoria,Stores,45.57691785,6-10,63.65548086,Stores
2981,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.96562505,2-5,23.98098794,Stores
2982,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.89394152,2-5,111.1605185,Stores
2983,M,Enderby,Clerk,Produce,Vernon,Stores,59.47368816,2-5,91.86396252,Stores
2984,F,Comox,Meat Cutter,Meats,Nanaimo,Stores,48.64876327,2-5,81.39144354,Stores
2985,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,47.57487599,2-5,111.1058409,Stores
2986,F,Surrey,Meat Cutter,Meats,Surrey,Stores,43.77099889,6-10,94.8247826,Stores
2987,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.43067284,6-10,80.32517915,Stores
2988,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,49.96649553,2-5,115.4279218,Stores
2989,F,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,53.60527637,2-5,153.7133602,Stores
2990,F,Smithers,Dairy Person,Dairy,Terrace,Stores,40.65356534,2-5,95.41349848,Stores
2991,F,Surrey,Meat Cutter,Meats,Surrey,Stores,20.45357103,2-5,0.0,Stores
2992,M,Vernon,Clerk,Produce,Vernon,Stores,58.18208137,2-5,162.7359635,Stores
2993,M,Duncan,Meat Cutter,Meats,Quesnel,Stores,49.61349661,2-5,142.4440177,Stores
2994,M,Vernon,Clerk,Produce,Vernon,Stores,35.16065209,6-10,58.0082433,Stores
2995,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.33704334,2-5,66.39215964,Stores
2996,M,Victoria,Clerk,Produce,Victoria,Stores,34.68465626,2-5,0.0,Stores
2997,F,New Westminister,Manager,Bakery,New Westminister,Stores,42.38684717,2-5,46.34225971,Stores
2998,F,Nanaimo,Clerk,Produce,Nanaimo,Stores,26.38838352,6-10,0.0,Stores
2999,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,47.21109392,2-5,65.07005183,Stores
3000,F,North Vancouver,Meat Cutter,Meats,North Vancouver,Stores,47.28563493,2-5,78.60688104,Stores
3001,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,24.46187763,2-5,2.120013118,Stores
3002,M,Campbell River,Clerk,Produce,Nanaimo,Stores,36.02567667,2-5,0.0,Stores
3003,M,Richmond,Meat Cutter,Meats,Richmond,Stores,32.69812658,2-5,0.0,Stores
3004,F,Victoria,Meat Cutter,Meats,Victoria,Stores,46.29274642,2-5,102.0502852,Stores
3005,F,Ashcroft,Clerk,Produce,Kamloops,Stores,52.51865912,2-5,127.9062159,Stores
3006,F,Burnaby,Baker,Bakery,Burnaby,Stores,45.19172583,6-10,115.0764704,Stores
3007,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37.96885105,2-5,30.32506974,Stores
3008,F,Victoria,Clerk,Produce,Victoria,Stores,30.78969427,2-5,0.0,Stores
3009,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.941473,6-10,88.41250546,Stores
3010,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,44.73773866,6-10,111.4212478,Stores
3011,F,White Rock,Dairy Person,Dairy,White Rock,Stores,40.49380664,6-10,58.51066272,Stores
3012,F,Parksville,Meat Cutter,Meats,Nanaimo,Stores,57.86522673,2-5,111.4283747,Stores
3013,M,Ocean Falls,Clerk,Produce,Ocean Falls,Stores,56.65728749,2-5,127.7566548,Stores
3014,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,49.57757236,2-5,85.82695814,Stores
3015,F,Surrey,Meat Cutter,Meats,Surrey,Stores,46.90109948,6-10,77.42412285,Stores
3016,F,Cassiar,Meat Cutter,Meats,Terrace,Stores,21.82323354,2-5,0.0,Stores
3017,F,Hedley,Meat Cutter,Meats,Princeton,Stores,46.80398055,6-10,88.49118002,Stores
3018,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.90889541,2-5,69.51191772,Stores
3019,F,Courtenay,Clerk,Produce,Nanaimo,Stores,31.91844549,6-10,3.906840718,Stores
3020,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.74395145,6-10,27.98332079,Stores
3021,F,White Rock,Dairy Person,Dairy,White Rock,Stores,28.72387736,2-5,0.0,Stores
3022,F,Cassiar,Meat Cutter,Meats,Terrace,Stores,46.2738417,2-5,85.98958762,Stores
3023,F,Surrey,Meat Cutter,Meats,Surrey,Stores,46.10857114,2-5,110.2214562,Stores
3024,M,Hope,Clerk,Produce,Chilliwack,Stores,48.5614408,2-5,53.09750719,Stores
3025,F,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,53.54215361,2-5,136.1060891,Stores
3026,M,Nanaimo,Clerk,Produce,Nanaimo,Stores,45.60825409,2-5,70.33750805,Stores
3027,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,41.46818755,2-5,59.73900338,Stores
3028,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,54.63612607,2-5,131.1711444,Stores
3029,M,Surrey,Meat Cutter,Meats,Surrey,Stores,25.16532784,2-5,0.0,Stores
3030,F,Surrey,Meat Cutter,Meats,Surrey,Stores,24.44123574,0-1,0.0,Stores
3031,F,Nanaimo,Clerk,Produce,Nanaimo,Stores,47.36444269,2-5,69.88537329,Stores
3032,M,Tofino,Clerk,Produce,Nanaimo,Stores,43.53243426,2-5,56.22755102,Stores
3033,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,47.78703901,2-5,68.78412429,Stores
3034,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,44.72650766,6-10,43.27160529,Stores
3035,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,22.76199002,2-5,0.0,Stores
3036,M,Victoria,Clerk,Produce,Victoria,Stores,31.22640812,0-1,0.0,Stores
3037,M,Princeton,Clerk,Produce,Princeton,Stores,30.06578158,2-5,0.0,Stores
3038,M,West Vancouver,Meat Cutter,Meats,West Vancouver,Stores,41.57854595,2-5,81.90725339,Stores
3039,F,Hope,Clerk,Produce,Chilliwack,Stores,48.15189306,2-5,106.3656169,Stores
3040,M,Smithers,Meat Cutter,Meats,Terrace,Stores,42.64434129,6-10,53.50092115,Stores
3042,M,Victoria,Clerk,Produce,Victoria,Stores,27.0793359,2-5,0.0,Stores
3043,M,Richmond,Meat Cutter,Meats,Richmond,Stores,43.059491,2-5,73.64126884,Stores
3044,F,Penticton,Meat Cutter,Meats,Kelowna,Stores,46.56724939,2-5,85.4856585,Stores
3045,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,48.54415184,6-10,127.3140229,Stores
3046,F,Victoria,Clerk,Produce,Victoria,Stores,39.81526981,2-5,55.58102215,Stores
3047,F,Lakelse Lake,Meat Cutter,Meats,Terrace,Stores,39.95589768,2-5,63.26271626,Stores
3048,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.42895837,2-5,20.35674874,Stores
3049,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.54376948,6-10,72.65948979,Stores
3050,M,Vernon,Clerk,Produce,Vernon,Stores,45.30541182,6-10,48.38731325,Stores
3051,F,Port Mcneill,Clerk,Produce,Nanaimo,Stores,47.27842421,6-10,85.6995693,Stores
3052,M,North Vancouver,Clerk,Produce,North Vancouver,Stores,36.76796248,2-5,42.06608606,Stores
3053,M,Langley,Meat Cutter,Meats,Langley,Stores,36.00391414,2-5,6.760773313,Stores
3054,M,Fort Langley,Meat Cutter,Meats,Langley,Stores,39.0115101,2-5,43.41522908,Stores
3055,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,48.54033821,2-5,100.2753328,Stores
3056,M,Ocean Falls,Dairy Person,Dairy,Ocean Falls,Stores,47.4328449,2-5,47.69316123,Stores
3057,F,Abbotsford,Meat Cutter,Meats,Abbotsford,Stores,40.20524756,2-5,86.14953026,Stores
3058,M,Richmond,Meat Cutter,Meats,Richmond,Stores,48.65293004,2-5,77.92360272,Stores
3059,M,Victoria,Meat Cutter,Meats,Victoria,Stores,35.37043191,0-1,1.307445056,Stores
3060,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.03855156,2-5,36.7555789,Stores
3061,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,42.61791151,2-5,55.75672787,Stores
3062,M,Bob Quinn Lake,Meat Cutter,Meats,Terrace,Stores,24.50680261,6-10,0.0,Stores
3063,M,Vernon,Clerk,Produce,Vernon,Stores,42.90111865,6-10,113.7044544,Stores
3064,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.17646415,2-5,25.08580625,Stores
3065,F,Victoria,Clerk,Produce,Victoria,Stores,45.4808122,2-5,79.03729796,Stores
3066,F,Victoria,Meat Cutter,Meats,Victoria,Stores,35.24197722,2-5,71.24997253,Stores
3067,M,Chilliwack,Clerk,Produce,Chilliwack,Stores,41.26050638,6-10,32.82227179,Stores
3068,M,Midway,Meat Cutter,Meats,Trail,Stores,29.31024709,2-5,0.0,Stores
3069,M,Hixon,Meat Cutter,Meats,Prince George,Stores,38.29588516,6-10,46.14457323,Stores
3070,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.96197756,6-10,151.1776249,Stores
3071,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.55486865,6-10,78.15216074,Stores
3072,F,Dragon Lake,Meat Cutter,Meats,Quesnel,Stores,42.134894,2-5,66.97529298,Stores
3073,M,Mcleese Lake,Clerk,Produce,Williams Lake,Stores,47.59800878,2-5,76.41737236,Stores
3074,F,Victoria,Meat Cutter,Meats,Victoria,Stores,42.67621188,2-5,83.44222357,Stores
3075,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,37.82305048,6-10,30.83849082,Stores
3076,M,Mcbride,Meat Cutter,Meats,Prince George,Stores,35.20527037,6-10,63.0346615,Stores
3077,F,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,47.61072389,2-5,108.7066696,Stores
3078,F,Pemberton,Meat Cutter,Meats,Squamish,Stores,35.54937833,2-5,50.58972127,Stores
3079,F,Castlegar,Meat Cutter,Meats,Trail,Stores,39.20903754,2-5,104.2628807,Stores
3080,M,Salmon Valley,Meat Cutter,Meats,Prince George,Stores,49.60639048,6-10,70.72369498,Stores
3081,F,Victoria,Meat Cutter,Meats,Victoria,Stores,41.71732113,2-5,0.0,Stores
3082,F,Hazelton,Meat Cutter,Meats,Terrace,Stores,41.49459602,2-5,49.53794567,Stores
3083,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,43.63144957,2-5,40.46799271,Stores
3084,M,Port Alice,Clerk,Produce,Nanaimo,Stores,53.88536016,2-5,127.4208274,Stores
3085,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.48209767,2-5,44.95815587,Stores
3086,F,Port Alice,Clerk,Produce,Nanaimo,Stores,59.71846885,2-5,170.7192304,Stores
3087,F,Sandspit,Clerk,Produce,Victoria,Stores,26.46458807,2-5,1.616423284,Stores
3088,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.24003586,2-5,72.85768838,Stores
3089,M,Abbotsford,Clerk,Produce,Abbotsford,Stores,46.15278198,2-5,66.08902282,Stores
3090,M,Surrey,Meat Cutter,Meats,Surrey,Stores,40.8433226,2-5,25.61152729,Stores
3091,M,Victoria,Meat Cutter,Meats,Victoria,Stores,60.22120227,2-5,142.1932216,Stores
3092,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,48.88095882,6-10,93.83502921,Stores
3093,M,Fauquier,Meat Cutter,Meats,Trail,Stores,41.50890091,2-5,82.24927897,Stores
3094,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,53.56282216,2-5,113.5232216,Stores
3095,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37.84794456,2-5,38.20364706,Stores
3096,F,Duncan,Clerk,Produce,Quesnel,Stores,44.22600321,2-5,115.3011558,Stores
3097,M,Victoria,Clerk,Produce,Victoria,Stores,53.47318725,2-5,124.1008019,Stores
3098,M,Sparwood,Clerk,Produce,Cranbrook,Stores,37.24796255,2-5,40.70471175,Stores
3099,F,Tatla Lake,Meat Cutter,Meats,Williams Lake,Stores,25.66103218,6-10,3.24826314,Stores
3100,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,51.84705628,2-5,92.18955977,Stores
3101,F,Britannia Beach,Meat Cutter,Meats,Squamish,Stores,26.29997612,6-10,0.0,Stores
3102,M,Richmond,Meat Cutter,Meats,Richmond,Stores,52.76491617,6-10,76.80796258,Stores
3103,F,Britannia Beach,Meat Cutter,Meats,Squamish,Stores,43.83854154,2-5,77.05016949,Stores
